,MSW05_Binomial,iucn_status,order,body_mass_g,15-1_LitterSize,3-1_AgeatFirstBirth_d
2304,Mastomys_shortridgei,LC,Rodentia,46.5,0.0,
2305,Maxomys_alticola,LC,Rodentia,158.96,0.0,
2306,Maxomys_baeodon,DD,Rodentia,158.96,0.0,
2307,Maxomys_bartelsii,LC,Rodentia,88.46,0.0,
2308,Maxomys_dollmani,DD,Rodentia,,0.0,
2309,Maxomys_hellwaldii,LC,Rodentia,,0.0,
2310,Maxomys_hylomyoides,DD,Rodentia,,0.0,
2311,Maxomys_inas,LC,Rodentia,89.99,2.91,
2312,Maxomys_inflatus,VU,Rodentia,,0.0,
2313,Maxomys_moi,LC,Rodentia,,0.0,
2314,Maxomys_musschenbroekii,LC,Rodentia,,0.0,
2315,Maxomys_ochraceiventer,DD,Rodentia,158.96,0.0,
2316,Maxomys_pagensis,VU,Rodentia,,0.0,
2317,Maxomys_panglima,LC,Rodentia,158.96,0.0,
2318,Maxomys_rajah,VU,Rodentia,150.0,3.29,
2319,Maxomys_surifer,LC,Rodentia,150.48,3.54,
2320,Maxomys_wattsi,EN,Rodentia,,0.0,
2321,Maxomys_whiteheadi,VU,Rodentia,54.33,3.0,
2322,Mazama_americana,DD,Artiodactyla,20546.86,1.22,
2323,Mazama_bororo,VU,Artiodactyla,,0.0,
2324,Mazama_bricenii,VU,Artiodactyla,16499.85,0.0,
2325,Mazama_chunyi,VU,Artiodactyla,16071.74,1.5,
2326,Mazama_gouazoubira,LC,Artiodactyla,16633.17,1.0,
2327,Mazama_nana,VU,Artiodactyla,16499.85,0.0,
2328,Mazama_pandora,VU,Artiodactyla,,0.0,
2329,Mazama_rufina,VU,Artiodactyla,21099.25,1.22,
2330,Mazama_temama,DD,Artiodactyla,,0.0,
2331,Megadendromus_nikolausi,DD,Rodentia,52.0,0.0,
2332,Megaderma_lyra,LC,Chiroptera,39.27,1.0,709.72
2333,Megaderma_spasma,LC,Chiroptera,24.71,1.41,
2334,Megadontomys_cryophilus,EN,Rodentia,,0.0,
2335,Megadontomys_nelsoni,EN,Rodentia,,0.0,
2336,Megadontomys_thomasi,EN,Rodentia,110.52,2.6,
2337,Megaerops_ecaudatus,LC,Chiroptera,26.29,0.0,
2338,Megaerops_kusnotoi,VU,Chiroptera,,0.0,
2339,Megaerops_niphanae,LC,Chiroptera,32.59,0.0,
2340,Megaerops_wetmorei,VU,Chiroptera,18.7,0.0,
2341,Megaloglossus_woermanni,LC,Chiroptera,16.71,1.0,
2342,Megalomys_desmarestii,EX,Rodentia,,0.0,
2343,Megalomys_luciae,EX,Rodentia,,0.0,
2344,Megaoryzomys_curioi,EX,Rodentia,,0.0,
2345,Megaptera_novaeangliae,LC,Cetacea,30000000.01,1.0,
2346,Megasorex_gigas,LC,Soricomorpha,11.71,0.0,
2347,Melanomys_caliginosus,LC,Rodentia,41.0,1.45,
2348,Melanomys_robustulus,LC,Rodentia,53.5,0.0,
2349,Melanomys_zunigae,CR,Rodentia,53.5,0.0,
2350,Melasmothrix_naso,DD,Rodentia,,0.0,
2351,Meles_anakuma,LC,Carnivora,,0.0,
2352,Meles_leucurus,LC,Carnivora,,0.0,
2353,Meles_meles,LC,Carnivora,11884.03,3.11,
2354,Mellivora_capensis,LC,Carnivora,8999.99,2.35,
2355,Melogale_everetti,EN,Carnivora,,2.0,
2356,Melogale_moschata,LC,Carnivora,938.5,2.0,
2357,Melogale_orientalis,LC,Carnivora,,0.0,
2358,Melogale_personata,LC,Carnivora,1845.26,2.5,
2359,Melomys_aerosus,EN,Rodentia,,0.0,
2360,Melomys_arcium,DD,Rodentia,,0.0,
2361,Melomys_bannisteri,EN,Rodentia,,0.0,
2362,Melomys_bougainville,DD,Rodentia,85.99,0.0,
2363,Melomys_burtoni,LC,Rodentia,71.29,2.5,
2364,Melomys_capensis,LC,Rodentia,70.0,0.0,
2365,Melomys_caurinus,EN,Rodentia,,0.0,
2366,Melomys_cervinipes,LC,Rodentia,71.2,2.2,
2367,Melomys_cooperae,DD,Rodentia,,0.0,
2368,Melomys_dollmani,LC,Rodentia,,0.0,
2369,Melomys_fraterculus,CR,Rodentia,,0.0,
2370,Melomys_frigicola,LC,Rodentia,,0.0,
2371,Melomys_fulgens,DD,Rodentia,,0.0,
2372,Melomys_howi,DD,Rodentia,,0.0,
2373,Melomys_leucogaster,LC,Rodentia,104.17,2.15,
2374,Melomys_lutillus,LC,Rodentia,,2.5,
2375,Melomys_matambuai,EN,Rodentia,144.99,0.0,
2376,Melomys_obiensis,LC,Rodentia,71.0,0.0,
2377,Melomys_paveli,DD,Rodentia,,0.0,
2378,Melomys_rubicola,EX,Rodentia,100.0,0.0,
2379,Melomys_rufescens,LC,Rodentia,60.1,2.17,
2380,Melomys_talaudium,EN,Rodentia,,0.0,
2381,Melonycteris_fardoulisi,LC,Chiroptera,,0.0,
2382,Melonycteris_melanops,LC,Chiroptera,47.59,0.0,
2383,Melonycteris_woodfordi,LC,Chiroptera,36.2,0.98,
2384,Melursus_ursinus,VU,Carnivora,99999.99,1.54,
2385,Menetes_berdmorei,LC,Rodentia,,0.0,
2386,Mephitis_macroura,LC,Carnivora,1097.76,4.68,
2387,Mephitis_mephitis,LC,Carnivora,2399.99,5.7,
2388,Meriones_arimalius,LC,Rodentia,,0.0,
2389,Meriones_chengi,LC,Rodentia,,0.0,
2390,Meriones_crassus,LC,Rodentia,69.94,4.21,
2391,Meriones_dahli,EN,Rodentia,,0.0,
2392,Meriones_grandis,LC,Rodentia,,0.0,
2393,Meriones_hurrianae,LC,Rodentia,71.02,4.1,
2394,Meriones_libycus,LC,Rodentia,91.33,4.54,
2395,Meriones_meridianus,LC,Rodentia,,5.64,
2396,Meriones_persicus,LC,Rodentia,107.52,5.83,
2397,Meriones_rex,LC,Rodentia,,0.0,
2398,Meriones_sacramenti,VU,Rodentia,,5.99,
2399,Meriones_shawi,LC,Rodentia,90.6,5.84,129.27
2400,Meriones_tamariscinus,LC,Rodentia,,4.04,
2401,Meriones_tristrami,LC,Rodentia,111.62,5.8,
2402,Meriones_unguiculatus,LC,Rodentia,57.75,5.01,91.0
2403,Meriones_vinogradovi,LC,Rodentia,117.0,7.48,
2404,Meriones_zarudnyi,DD,Rodentia,,0.0,
2405,Mesechinus_dauuricus,LC,Erinaceomorpha,,0.0,
2406,Mesechinus_hughi,LC,Erinaceomorpha,,0.0,
2407,Mesembriomys_gouldii,VU,Rodentia,716.49,1.87,
2408,Mesembriomys_macrurus,LC,Rodentia,294.28,2.0,
2409,Mesocapromys_angelcabrerai,EN,Rodentia,,0.0,
2410,Mesocapromys_auritus,EN,Rodentia,,0.0,
2411,Mesocapromys_nanus,CR,Rodentia,,1.0,
2412,Mesocapromys_sanfelipensis,CR,Rodentia,,0.0,
2413,Mesocricetus_auratus,VU,Rodentia,98.6,8.79,73.6
2414,Mesocricetus_brandti,NT,Rodentia,198.0,9.01,50.0
2415,Mesocricetus_newtoni,NT,Rodentia,97.5,0.0,
2416,Mesocricetus_raddei,LC,Rodentia,,8.99,
2417,Mesomys_hispidus,LC,Rodentia,175.0,0.97,
2418,Mesomys_leniceps,DD,Rodentia,108.0,0.0,
2419,Mesomys_occultus,LC,Rodentia,,0.0,
2420,Mesomys_stimulax,LC,Rodentia,108.0,0.0,
2421,Mesophylla_macconnelli,LC,Chiroptera,6.86,0.99,
2422,Mesoplodon_bidens,DD,Cetacea,3400000.0,1.0,
2423,Mesoplodon_bowdoini,DD,Cetacea,2599999.99,0.0,
2424,Mesoplodon_carlhubbsi,DD,Cetacea,3400000.0,0.97,
2425,Mesoplodon_densirostris,DD,Cetacea,2299999.99,0.0,
2426,Mesoplodon_europaeus,DD,Cetacea,5600000.02,0.0,
2427,Mesoplodon_ginkgodens,DD,Cetacea,1500000.0,0.0,
2428,Mesoplodon_grayi,DD,Cetacea,2899999.98,0.0,
2429,Mesoplodon_hectori,DD,Cetacea,1000000.0,0.0,
2430,Mesoplodon_layardii,DD,Cetacea,1500000.0,0.0,
2431,Mesoplodon_mirus,DD,Cetacea,2099999.99,0.97,
2432,Mesoplodon_perrini,DD,Cetacea,,0.0,
2433,Mesoplodon_peruvianus,DD,Cetacea,,0.0,
2434,Mesoplodon_stejnegeri,DD,Cetacea,4800000.02,0.0,
2435,Mesoplodon_traversii,DD,Cetacea,,0.0,
2436,Metachirus_nudicaudatus,LC,Didelphimorphia,363.77,3.87,
2437,Microakodontomys_transitorius,EN,Rodentia,,0.0,
2438,Microcavia_australis,LC,Rodentia,261.49,2.48,
2439,Microcavia_niata,LC,Rodentia,254.67,3.16,
2440,Microcavia_shiptoni,NT,Rodentia,185.0,3.16,
2441,Microcebus_berthae,EN,Primates,33.45,0.0,
2442,Microcebus_griseorufus,LC,Primates,70.24,0.0,
2443,Microcebus_murinus,LC,Primates,69.0,2.0,380.2
2444,Microcebus_myoxinus,VU,Primates,31.23,2.0,
2445,Microcebus_ravelobensis,EN,Primates,58.6,0.0,
2446,Microcebus_rufus,VU,Primates,48.39,2.52,
2447,Microcebus_sambiranensis,EN,Primates,49.06,0.0,
2448,Microcebus_tavaratra,VU,Primates,68.01,0.0,
2449,Microdillus_peeli,LC,Rodentia,,0.0,
2450,Microdipodops_megacephalus,LC,Rodentia,12.3,3.94,
2451,Microdipodops_pallidus,LC,Rodentia,13.36,3.89,
2452,Microgale_brevicaudata,LC,Afrosoricida,8.99,4.5,
2453,Microgale_cowani,LC,Afrosoricida,12.27,0.0,
2454,Microgale_dobsoni,LC,Afrosoricida,36.66,2.66,
2455,Microgale_drouhardi,LC,Afrosoricida,10.5,0.0,
2456,Microgale_dryas,VU,Afrosoricida,40.0,0.0,
2457,Microgale_fotsifotsy,LC,Afrosoricida,7.7,0.0,
2458,Microgale_gracilis,LC,Afrosoricida,23.3,0.0,
2459,Microgale_gymnorhyncha,LC,Afrosoricida,18.2,0.0,
2460,Microgale_longicaudata,LC,Afrosoricida,8.08,0.0,
2461,Microgale_monticola,VU,Afrosoricida,13.9,0.0,
2462,Microgale_nasoloi,VU,Afrosoricida,,0.0,
2463,Microgale_parvula,LC,Afrosoricida,3.53,0.0,
2464,Microgale_principula,LC,Afrosoricida,10.2,0.0,
2465,Microgale_pusilla,LC,Afrosoricida,3.4,0.0,
2466,Microgale_soricoides,LC,Afrosoricida,18.7,0.0,
2467,Microgale_taiva,LC,Afrosoricida,12.4,0.0,
2468,Microgale_talazaci,LC,Afrosoricida,43.07,2.23,425.83
2469,Microgale_thomasi,LC,Afrosoricida,22.9,0.0,
2470,Microhydromys_richardsoni,DD,Rodentia,10.25,0.0,
2471,Micromys_minutus,LC,Rodentia,6.99,4.92,52.0
2472,Micronycteris_brosseti,DD,Chiroptera,,0.0,
2473,Micronycteris_hirsuta,LC,Chiroptera,12.89,0.99,
2474,Micronycteris_matses,DD,Chiroptera,,0.0,
2475,Micronycteris_megalotis,LC,Chiroptera,6.4,0.98,
2476,Micronycteris_microtis,LC,Chiroptera,,0.0,
2477,Micronycteris_minuta,LC,Chiroptera,6.9,0.99,
2478,Micronycteris_sanborni,DD,Chiroptera,,0.0,
2479,Micronycteris_schmidtorum,LC,Chiroptera,7.73,0.0,
2480,Microperoryctes_longicauda,LC,Peramelemorphia,542.07,1.03,
2481,Microperoryctes_murina,DD,Peramelemorphia,,0.0,
2482,Microperoryctes_papuensis,LC,Peramelemorphia,158.0,1.01,
2483,Micropotamogale_lamottei,NT,Afrosoricida,69.59,3.86,
2484,Micropotamogale_ruwenzorii,LC,Afrosoricida,109.13,1.86,
2485,Micropteropus_intermedius,DD,Chiroptera,,0.0,
2486,Micropteropus_pusillus,LC,Chiroptera,25.38,0.99,349.79
2487,Microryzomys_altissimus,LC,Rodentia,13.49,0.0,
2488,Microryzomys_minutus,LC,Rodentia,13.49,0.0,
2489,Microsciurus_alfari,LC,Rodentia,87.49,0.0,
2490,Microsciurus_flaviventer,DD,Rodentia,92.0,0.0,
2491,Microsciurus_mimulus,LC,Rodentia,120.0,0.0,
2492,Microsciurus_santanderensis,DD,Rodentia,99.79,0.0,
2493,Microtus_abbreviatus,LC,Rodentia,66.06,3.0,
2494,Microtus_agrestis,LC,Rodentia,35.87,4.65,52.5
2495,Microtus_anatolicus,DD,Rodentia,,0.0,
2496,Microtus_arvalis,LC,Rodentia,26.9,4.99,49.0
2497,Microtus_bavaricus,CR,Rodentia,,0.0,
2498,Microtus_brachycercus,LC,Rodentia,,0.0,
2499,Microtus_breweri,VU,Rodentia,,4.5,
2500,Microtus_cabrerae,NT,Rodentia,52.5,0.0,
2501,Microtus_californicus,LC,Rodentia,57.42,4.41,
2502,Microtus_canicaudus,LC,Rodentia,29.93,4.62,
2503,Microtus_chrotorrhinus,LC,Rodentia,38.99,3.58,
2504,Microtus_clarkei,LC,Rodentia,,0.0,
2505,Microtus_daghestanicus,LC,Rodentia,,0.0,
2506,Microtus_dogramacii,LC,Rodentia,,0.0,
2507,Microtus_duodecimcostatus,LC,Rodentia,22.71,2.51,
2508,Microtus_evoronensis,DD,Rodentia,,0.0,
2509,Microtus_felteni,DD,Rodentia,,0.0,
2510,Microtus_fortis,LC,Rodentia,,5.34,
2511,Microtus_gerbei,LC,Rodentia,,0.0,
2512,Microtus_gregalis,LC,Rodentia,,8.48,
2513,Microtus_guatemalensis,NT,Rodentia,41.99,0.0,
2514,Microtus_guentheri,LC,Rodentia,49.99,6.14,
2515,Microtus_ilaeus,LC,Rodentia,,0.0,
2516,Microtus_irani,DD,Rodentia,,0.0,
2517,Microtus_kikuchii,NT,Rodentia,46.3,1.97,
2518,Microtus_levis,LC,Rodentia,35.49,0.0,
2519,Microtus_liechtensteini,LC,Rodentia,,0.0,
2520,Microtus_limnophilus,LC,Rodentia,,0.0,
2521,Microtus_longicaudus,LC,Rodentia,44.8,4.73,
2522,Microtus_lusitanicus,LC,Rodentia,,2.09,
2523,Microtus_majori,LC,Rodentia,,3.6,
2524,Microtus_maximowiczii,LC,Rodentia,,6.8,
2525,Microtus_mexicanus,LC,Rodentia,34.88,2.33,
2526,Microtus_middendorffii,LC,Rodentia,,5.49,
2527,Microtus_miurus,LC,Rodentia,41.0,3.89,
2528,Microtus_mongolicus,LC,Rodentia,,0.0,
2529,Microtus_montanus,LC,Rodentia,42.85,5.54,
2530,Microtus_montebelli,LC,Rodentia,29.49,4.3,
2531,Microtus_mujanensis,DD,Rodentia,,0.0,
2532,Microtus_multiplex,LC,Rodentia,23.16,3.0,
2533,Microtus_oaxacensis,EN,Rodentia,36.52,1.2,
2534,Microtus_ochrogaster,LC,Rodentia,42.5,3.87,
2535,Microtus_oeconomus,LC,Rodentia,33.1,5.62,42.0
2536,Microtus_oregoni,LC,Rodentia,20.35,3.32,
2537,Microtus_paradoxus,LC,Rodentia,,0.0,
2538,Microtus_pennsylvanicus,LC,Rodentia,42.53,5.16,45.0
2539,Microtus_pinetorum,LC,Rodentia,25.95,2.47,
2540,Microtus_qazvinensis,LC,Rodentia,,0.0,
2541,Microtus_quasiater,NT,Rodentia,40.0,1.4,
2542,Microtus_richardsoni,LC,Rodentia,85.5,5.93,
2543,Microtus_sachalinensis,NT,Rodentia,,7.89,
2544,Microtus_savii,LC,Rodentia,20.0,0.0,
2545,Microtus_schelkovnikovi,LC,Rodentia,,0.0,
2546,Microtus_schidlovskii,LC,Rodentia,,0.0,
2547,Microtus_socialis,LC,Rodentia,48.0,5.51,52.5
2548,Microtus_subterraneus,LC,Rodentia,17.74,2.46,
2549,Microtus_tatricus,LC,Rodentia,,2.91,
2550,Microtus_thomasi,LC,Rodentia,,4.32,
2551,Microtus_townsendii,LC,Rodentia,52.02,5.06,
2552,Microtus_transcaspicus,LC,Rodentia,,2.1,
2553,Microtus_umbrosus,EN,Rodentia,41.99,0.0,
2554,Microtus_xanthognathus,LC,Rodentia,92.65,8.1,
2555,Millardia_gleadowi,LC,Rodentia,,2.3,
2556,Millardia_kathleenae,LC,Rodentia,,0.0,
2557,Millardia_kondana,CR,Rodentia,,0.0,
2558,Millardia_meltada,LC,Rodentia,67.17,5.72,114.06
2559,Mimetillus_moloneyi,LC,Chiroptera,8.89,0.98,
2560,Mimon_bennettii,LC,Chiroptera,12.9,0.0,
2561,Mimon_cozumelae,LC,Chiroptera,,0.98,
2562,Mimon_crenulatum,LC,Chiroptera,13.91,0.99,
2563,Mimon_koepckeae,DD,Chiroptera,,0.0,
2564,Miniopterus_africanus,LC,Chiroptera,,0.0,
2565,Miniopterus_australis,LC,Chiroptera,7.4,0.99,
2566,Miniopterus_fraterculus,LC,Chiroptera,7.38,1.0,
2567,Miniopterus_fuscus,EN,Chiroptera,,0.0,
2568,Miniopterus_gleni,LC,Chiroptera,,0.0,
2569,Miniopterus_inflatus,LC,Chiroptera,14.9,0.99,
2570,Miniopterus_macrocneme,DD,Chiroptera,7.53,1.0,
2571,Miniopterus_magnater,LC,Chiroptera,14.14,0.0,
2572,Miniopterus_majori,LC,Chiroptera,,0.0,
2573,Miniopterus_manavi,LC,Chiroptera,,0.0,
2574,Miniopterus_medius,LC,Chiroptera,11.4,1.0,
2575,Miniopterus_minor,DD,Chiroptera,,0.0,
2576,Miniopterus_natalensis,LC,Chiroptera,10.43,1.0,
2577,Miniopterus_paululus,DD,Chiroptera,,0.0,
2578,Miniopterus_pusillus,LC,Chiroptera,8.95,0.0,
2579,Miniopterus_robustior,EN,Chiroptera,,0.0,
2580,Miniopterus_schreibersii,NT,Chiroptera,11.46,0.99,723.66
2581,Miniopterus_shortridgei,DD,Chiroptera,,0.0,
2582,Miniopterus_tristis,LC,Chiroptera,15.17,0.0,
2583,Miopithecus_ogouensis,LC,Primates,,0.0,
2584,Miopithecus_talapoin,LC,Primates,1248.86,1.01,1598.7
2585,Mirounga_angustirostris,LC,Carnivora,1112390.81,1.0,1460.0
2586,Mirounga_leonina,LC,Carnivora,1600000.0,1.0,1460.0
2587,Mirza_coquereli,EN,Primates,326.5,1.71,532.9
2588,Mogera_imaizumii,LC,Soricomorpha,65.53,3.25,
2589,Mogera_insularis,LC,Soricomorpha,,0.0,
2590,Mogera_tokudae,NT,Soricomorpha,133.48,3.26,
2591,Mogera_uchidai,VU,Soricomorpha,,0.0,
2592,Mogera_wogura,LC,Soricomorpha,96.88,3.78,
2593,Molossops_aequatorianus,EN,Chiroptera,,0.0,
2594,Molossops_mattogrossensis,LC,Chiroptera,7.48,0.0,
2595,Molossops_neglectus,DD,Chiroptera,,0.0,
2596,Molossops_temminckii,LC,Chiroptera,5.86,0.98,
2597,Molossus_aztecus,LC,Chiroptera,14.86,0.0,
2598,Molossus_coibensis,LC,Chiroptera,,0.0,
2599,Molossus_currentium,LC,Chiroptera,17.79,0.99,
2600,Molossus_molossus,LC,Chiroptera,13.7,0.99,
2601,Molossus_pretiosus,LC,Chiroptera,98.0,0.98,
2602,Molossus_rufus,LC,Chiroptera,,0.0,
2603,Molossus_sinaloae,LC,Chiroptera,21.09,1.03,
2604,Monachus_monachus,EN,Carnivora,294881.33,1.0,
2605,Monodelphis_adusta,LC,Didelphimorphia,36.04,0.0,
2606,Monodelphis_americana,LC,Didelphimorphia,19.5,0.0,
2607,Monodelphis_brevicaudata,LC,Didelphimorphia,78.84,7.24,
2608,Monodelphis_dimidiata,LC,Didelphimorphia,44.56,12.0,365.0
2609,Monodelphis_domestica,LC,Didelphimorphia,93.45,7.29,182.5
2610,Monodelphis_emiliae,LC,Didelphimorphia,52.33,0.0,
2611,Monodelphis_glirina,LC,Didelphimorphia,,0.0,
2612,Monodelphis_iheringi,DD,Didelphimorphia,112.0,0.0,
2613,Monodelphis_kunsi,LC,Didelphimorphia,11.3,0.0,
2614,Monodelphis_osgoodi,LC,Didelphimorphia,112.0,0.0,
2615,Monodelphis_palliolata,LC,Didelphimorphia,,0.0,
2616,Monodelphis_scalops,LC,Didelphimorphia,763.19,0.0,
2617,Monodelphis_unistriata,CR,Didelphimorphia,55.3,0.0,
2618,Monodon_monoceros,NT,Cetacea,938126.44,1.0,
2619,Monophyllus_plethodon,LC,Chiroptera,15.33,0.99,
2620,Monophyllus_redmani,LC,Chiroptera,8.79,0.99,
2621,Monticolomys_koopmani,LC,Rodentia,25.0,0.0,
2622,Mops_brachypterus,LC,Chiroptera,16.0,0.99,
2623,Mops_condylurus,LC,Chiroptera,26.59,1.0,
2624,Mops_congicus,LC,Chiroptera,42.84,0.99,
2625,Mops_demonstrator,LC,Chiroptera,,1.0,
2626,Mops_leucostigma,LC,Chiroptera,26.79,0.0,
2627,Mops_midas,LC,Chiroptera,45.5,1.22,
2628,Mops_mops,NT,Chiroptera,31.12,0.0,
2629,Mops_nanulus,LC,Chiroptera,,1.0,
2630,Mops_niangarae,DD,Chiroptera,,0.0,
2631,Mops_niveiventer,LC,Chiroptera,21.82,1.0,
2632,Mops_petersoni,NT,Chiroptera,,0.0,
2633,Mops_sarasinorum,DD,Chiroptera,,0.0,
2634,Mops_spurrelli,LC,Chiroptera,8.08,0.0,
2635,Mops_thersites,LC,Chiroptera,21.99,1.0,
2636,Mops_trevori,DD,Chiroptera,,0.98,
2637,Mormoops_blainvillei,LC,Chiroptera,8.69,0.0,
2638,Mormoops_magna,EP,Chiroptera,,0.0,
2639,Mormoops_megalophylla,LC,Chiroptera,16.09,0.99,
2640,Mormopterus_acetabulosus,VU,Chiroptera,,0.0,
2641,Mormopterus_beccarii,LC,Chiroptera,14.3,0.0,
2642,Mormopterus_doriae,DD,Chiroptera,,0.0,
2643,Mormopterus_jugularis,LC,Chiroptera,11.56,0.0,
2644,Mormopterus_kalinowskii,LC,Chiroptera,,0.0,
2645,Mormopterus_loriae,LC,Chiroptera,7.0,0.0,
2646,Mormopterus_minutus,VU,Chiroptera,,0.0,
2647,Mormopterus_norfolkensis,VU,Chiroptera,8.0,1.0,
2648,Mormopterus_phrudus,VU,Chiroptera,,0.0,
2649,Mormopterus_planiceps,LC,Chiroptera,9.24,0.99,
2650,Moschiola_meminna,LC,Artiodactyla,3130.95,1.5,
2651,Moschus_anhuiensis,EN,Artiodactyla,,0.0,
2652,Moschus_berezovskii,EN,Artiodactyla,12477.41,1.2,
2653,Moschus_chrysogaster,EN,Artiodactyla,13697.9,1.2,730.0
2654,Moschus_cupreus,EN,Artiodactyla,,0.0,
2655,Moschus_fuscus,EN,Artiodactyla,13697.9,0.0,
2656,Moschus_leucogaster,EN,Artiodactyla,,0.0,
2657,Moschus_moschiferus,VU,Artiodactyla,13315.57,1.74,
2658,Mosia_nigrescens,LC,Chiroptera,3.33,0.98,
2659,Mungos_gambianus,LC,Carnivora,1644.98,0.0,
2660,Mungos_mungo,LC,Carnivora,1260.0,2.68,365.0
2661,Mungotictis_decemlineata,EN,Carnivora,657.03,0.99,
2662,Muntiacus_atherodes,NT,Artiodactyla,18939.1,0.0,
2663,Muntiacus_crinifrons,VU,Artiodactyla,18590.01,1.0,
2664,Muntiacus_feae,DD,Artiodactyla,21999.99,1.22,
2665,Muntiacus_gongshanensis,DD,Artiodactyla,18590.01,0.0,
2666,Muntiacus_muntjak,LC,Artiodactyla,17611.59,1.0,
2667,Muntiacus_putaoensis,DD,Artiodactyla,,0.0,
2668,Muntiacus_reevesi,LC,Artiodactyla,13499.94,0.98,
2669,Muntiacus_rooseveltorum,DD,Artiodactyla,10762.64,1.0,
2670,Muntiacus_truongsonensis,DD,Artiodactyla,,0.0,
2671,Muntiacus_vuquangensis,CR,Artiodactyla,36690.82,0.0,
2672,Murexia_longicaudata,LC,Dasyuromorphia,126.79,0.0,
2673,Muriculus_imberbis,LC,Rodentia,18.5,0.0,
2674,Murina_aenea,VU,Chiroptera,7.5,0.0,
2675,Murina_aurata,LC,Chiroptera,,0.0,
2676,Murina_cyclotis,LC,Chiroptera,9.35,1.98,
2677,Murina_florium,LC,Chiroptera,4.41,0.0,
2678,Murina_fusca,DD,Chiroptera,,0.0,
2679,Murina_hilgendorfi,LC,Chiroptera,,0.0,
2680,Murina_huttoni,LC,Chiroptera,7.56,0.0,
2681,Murina_leucogaster,LC,Chiroptera,7.54,0.0,
2682,Murina_puta,NT,Chiroptera,,0.0,
2683,Murina_rozendaali,VU,Chiroptera,,0.0,
2684,Murina_ryukyuana,EN,Chiroptera,,0.0,
2685,Murina_suilla,LC,Chiroptera,4.0,0.0,
2686,Murina_tenebrosa,CR,Chiroptera,,0.0,
2687,Murina_tubinaris,LC,Chiroptera,5.45,1.37,
2688,Murina_ussuriensis,LC,Chiroptera,,0.0,
2689,Mus_baoulei,LC,Rodentia,,0.0,
2690,Mus_booduga,LC,Rodentia,13.78,5.96,
2691,Mus_bufo,LC,Rodentia,8.88,0.0,
2692,Mus_callewaerti,LC,Rodentia,,0.0,
2693,Mus_caroli,LC,Rodentia,14.26,0.0,
2694,Mus_cervicolor,LC,Rodentia,,4.4,
2695,Mus_cookii,LC,Rodentia,,0.0,
2696,Mus_crociduroides,DD,Rodentia,,0.0,
2697,Mus_famulus,EN,Rodentia,,0.0,
2698,Mus_fernandoni,EN,Rodentia,,0.0,
2699,Mus_fragilicauda,LC,Rodentia,,0.0,
2700,Mus_goundae,DD,Rodentia,,0.0,
2701,Mus_haussa,LC,Rodentia,,0.0,
2702,Mus_indutus,LC,Rodentia,6.15,4.76,
2703,Mus_macedonicus,LC,Rodentia,,0.0,
2704,Mus_mahomet,LC,Rodentia,10.0,0.0,
2705,Mus_mattheyi,LC,Rodentia,,0.0,
2706,Mus_mayori,VU,Rodentia,,2.95,
2707,Mus_minutoides,LC,Rodentia,6.43,4.18,62.0
2708,Mus_musculoides,LC,Rodentia,8.23,3.49,
2709,Mus_musculus,LC,Rodentia,19.3,5.54,139.5
2710,Mus_neavei,DD,Rodentia,,0.0,
2711,Mus_orangiae,LC,Rodentia,,0.0,
2712,Mus_oubanguii,DD,Rodentia,,0.0,
2713,Mus_pahari,LC,Rodentia,,0.0,
2714,Mus_phillipsi,LC,Rodentia,,0.0,
2715,Mus_platythrix,LC,Rodentia,29.08,6.93,
2716,Mus_saxicola,LC,Rodentia,,0.0,
2717,Mus_setulosus,LC,Rodentia,11.18,3.92,
2718,Mus_setzeri,LC,Rodentia,6.65,0.0,
2719,Mus_shortridgei,LC,Rodentia,,0.0,
2720,Mus_sorella,LC,Rodentia,,0.0,
2721,Mus_spicilegus,LC,Rodentia,,6.69,
2722,Mus_spretus,LC,Rodentia,16.67,5.15,
2723,Mus_tenellus,LC,Rodentia,,1.94,
2724,Mus_terricolor,LC,Rodentia,,0.0,
2725,Mus_triton,LC,Rodentia,12.62,4.4,
2726,Mus_vulcani,LC,Rodentia,,0.0,
2727,Muscardinus_avellanarius,LC,Rodentia,29.19,4.3,
2728,Musonycteris_harrisoni,VU,Chiroptera,,0.0,
2729,Mustela_africana,LC,Carnivora,536.98,0.0,
2730,Mustela_altaica,NT,Carnivora,180.24,5.44,
2731,Mustela_erminea,LC,Carnivora,284.5,6.74,
2732,Mustela_eversmanii,LC,Carnivora,1684.21,7.82,365.0
2733,Mustela_felipei,VU,Carnivora,211.3,0.0,
2734,Mustela_frenata,LC,Carnivora,190.03,6.5,
2735,Mustela_itatsi,NT,Carnivora,,0.0,
2736,Mustela_kathiah,LC,Carnivora,263.74,0.0,
2737,Mustela_lutreola,CR,Carnivora,566.44,4.5,
2738,Mustela_lutreolina,LC,Carnivora,466.25,0.0,
2739,Mustela_nigripes,EN,Carnivora,907.1,3.36,
2740,Mustela_nivalis,LC,Carnivora,78.45,5.07,
2741,Mustela_nudipes,LC,Carnivora,569.42,4.0,
2742,Mustela_putorius,LC,Carnivora,975.55,8.48,
2743,Mustela_sibirica,LC,Carnivora,530.85,6.48,
2744,Mustela_strigidorsa,LC,Carnivora,1500.0,0.0,
2745,Mustela_subpalmata,LC,Carnivora,,0.0,
